"id","date","timestamp","long","lat","loctype","location"
1,6,2014-01-06 07:20:01,24.8826,36.0665,"Residential","1"
1,6,2014-01-06 22:15:02,24.8796,36.048,"Residential","1"
1,7,2014-01-07 01:10:01,24.8796,36.048,"Office","GASTech"
1,7,2014-01-07 20:46:51,24.8826,36.0665,"Office","GASTech"
1,8,2014-01-08 07:47:01,24.8827,36.0664,"Residential","1"
1,8,2014-01-08 23:57:02,24.8826,36.0665,"Residential","1"
1,9,2014-01-09 07:21:01,24.8826,36.0665,"Residential","1"
1,9,2014-01-09 17:52:03,24.8826,36.0665,"Residential","1"
1,10,2014-01-10 07:50:01,24.8827,36.0665,"Residential","1"
1,10,2014-01-10 23:39:32,24.8826,36.0665,"Residential","1"
1,11,2014-01-11 12:40:01,24.8826,36.0665,"Residential","1"
1,11,2014-01-11 19:52:07,24.8826,36.0665,"Residential","1"
1,12,2014-01-12 12:45:01,24.8826,36.0664,"Residential","1"
1,12,2014-01-12 14:17:26,24.8824,36.0665,"Residential","1"
1,13,2014-01-13 07:36:01,24.8826,36.0664,"Residential","1"
1,13,2014-01-13 20:00:51,24.8826,36.0664,"Residential","1"
1,14,2014-01-14 07:24:01,24.8826,36.0664,"Residential","1"
1,14,2014-01-14 21:19:52,24.8826,36.0665,"Residential","1"
1,15,2014-01-15 07:33:01,24.8826,36.0665,"Residential","1"
1,15,2014-01-15 22:37:02,24.8796,36.048,"Residential","1"
1,16,2014-01-16 00:09:01,24.8796,36.048,"Office","GASTech"
1,16,2014-01-16 20:39:52,24.8826,36.0665,"Office","GASTech"
1,17,2014-01-17 07:45:01,24.8826,36.0665,"Residential","1"
1,17,2014-01-17 22:45:02,24.8826,36.0664,"Residential","1"
1,18,2014-01-18 12:48:01,24.8826,36.0664,"Residential","1"
1,18,2014-01-18 19:37:01,24.8826,36.0664,"Residential","1"
1,19,2014-01-19 18:26:01,24.8826,36.0664,"Residential","1"
1,19,2014-01-19 19:56:50,24.8825,36.0665,"Residential","1"
2,6,2014-01-06 07:30:01,24.8604,36.0855,"Residential","2"
2,6,2014-01-06 20:52:01,24.8605,36.0855,"Residential","2"
2,7,2014-01-07 08:02:01,24.8604,36.0855,"Residential","2"
2,7,2014-01-07 20:12:13,24.8605,36.0855,"Residential","2"
2,8,2014-01-08 07:43:01,24.8605,36.0854,"Residential","2"
2,8,2014-01-08 19:27:13,24.8604,36.0854,"Residential","2"
2,9,2014-01-09 08:01:01,24.8604,36.0855,"Residential","2"
2,9,2014-01-09 17:29:28,24.8604,36.0854,"Residential","2"
2,10,2014-01-10 07:42:01,24.8604,36.0854,"Residential","2"
2,10,2014-01-10 19:52:13,24.8605,36.0854,"Residential","2"
2,11,2014-01-11 18:12:01,24.8604,36.0853,"Residential","2"
2,11,2014-01-11 20:34:01,24.8604,36.0855,"Residential","2"
2,12,2014-01-12 18:28:01,24.8605,36.0854,"Residential","2"
2,12,2014-01-12 19:32:13,24.8604,36.0854,"Residential","2"
2,13,2014-01-13 07:39:01,24.8604,36.0854,"Residential","2"
2,13,2014-01-13 20:50:13,24.8604,36.0855,"Residential","2"
2,14,2014-01-14 07:49:01,24.8603,36.0855,"Residential","2"
2,14,2014-01-14 19:47:12,24.8604,36.0855,"Residential","2"
2,15,2014-01-15 08:10:01,24.8604,36.0854,"Residential","2"
2,15,2014-01-15 20:00:13,24.8604,36.0854,"Residential","2"
2,16,2014-01-16 07:56:01,24.8604,36.0855,"Residential","2"
2,16,2014-01-16 20:20:28,24.8604,36.0854,"Residential","2"
2,17,2014-01-17 07:31:01,24.8605,36.0855,"Residential","2"
2,17,2014-01-17 17:22:28,24.8604,36.0855,"Residential","2"
2,18,2014-01-18 18:23:01,24.8604,36.0854,"Residential","2"
2,18,2014-01-18 20:21:13,24.8604,36.0855,"Residential","2"
2,19,2014-01-19 18:16:01,24.8604,36.0855,"Residential","2"
2,19,2014-01-19 20:27:08,24.8604,36.0852,"Residential","2"
3,6,2014-01-06 07:19:01,24.8576,36.0867,"Residential","3"
3,6,2014-01-06 17:47:11,24.8576,36.0866,"Residential","3"
3,7,2014-01-07 07:55:01,24.8577,36.0867,"Residential","3"
3,7,2014-01-07 17:55:11,24.8576,36.0866,"Residential","3"
3,8,2014-01-08 07:03:01,24.8577,36.0867,"Residential","3"
3,8,2014-01-08 20:56:01,24.8576,36.0867,"Residential","3"
3,9,2014-01-09 07:42:01,24.8577,36.0867,"Residential","3"
3,9,2014-01-09 21:46:25,24.8576,36.0866,"Residential","3"
3,10,2014-01-10 07:40:01,24.8575,36.0867,"Residential","3"
3,10,2014-01-10 19:03:45,24.8604,36.0855,"Residential","3"
3,11,2014-01-11 00:29:01,24.8604,36.0854,"Residential","2"
3,11,2014-01-11 20:07:01,24.8576,36.0866,"Residential","2"
3,12,2014-01-12 18:35:01,24.8577,36.0866,"Residential","3"
3,12,2014-01-12 20:14:28,24.8576,36.0866,"Residential","3"
3,13,2014-01-13 07:06:01,24.8576,36.0867,"Residential","3"
3,13,2014-01-13 18:07:11,24.8576,36.0867,"Residential","3"
3,14,2014-01-14 07:39:01,24.8576,36.0867,"Residential","3"
3,14,2014-01-14 21:00:52,24.8577,36.0867,"Residential","3"
3,15,2014-01-15 07:21:01,24.8576,36.0867,"Residential","3"
3,15,2014-01-15 20:20:01,24.8577,36.0867,"Residential","3"
3,16,2014-01-16 07:24:01,24.8577,36.0867,"Residential","3"
3,16,2014-01-16 20:20:28,24.8577,36.0866,"Residential","3"
3,17,2014-01-17 07:01:01,24.8576,36.0867,"Residential","3"
3,17,2014-01-17 22:01:26,24.8576,36.0867,"Residential","3"
3,18,2014-01-18 18:00:01,24.8575,36.0867,"Residential","3"
3,18,2014-01-18 19:49:01,24.8576,36.0867,"Residential","3"
3,19,2014-01-19 18:21:01,24.8576,36.0866,"Residential","3"
3,19,2014-01-19 19:49:26,24.8577,36.0866,"Residential","3"
4,6,2014-01-06 06:33:01,24.8721,36.0782,"Residential","4"
4,6,2014-01-06 20:56:01,24.8721,36.0782,"Residential","4"
4,7,2014-01-07 06:42:01,24.872,36.0782,"Residential","4"
4,7,2014-01-07 21:28:13,24.8721,36.0782,"Residential","4"
4,8,2014-01-08 06:22:01,24.8721,36.0782,"Residential","4"
4,8,2014-01-08 21:05:13,24.8721,36.0782,"Residential","4"
4,9,2014-01-09 06:56:01,24.872,36.0782,"Residential","4"
4,9,2014-01-09 21:46:24,24.8721,36.0782,"Residential","4"
4,10,2014-01-10 06:46:01,24.8721,36.0782,"Residential","4"
4,10,2014-01-10 20:14:13,24.8721,36.0782,"Residential","4"
4,11,2014-01-11 12:58:01,24.8721,36.0782,"Residential","4"
4,11,2014-01-11 19:31:01,24.8721,36.0782,"Residential","4"
4,12,2014-01-12 13:01:01,24.8721,36.0782,"Residential","4"
4,12,2014-01-12 20:53:01,24.8721,36.0782,"Residential","4"
4,13,2014-01-13 06:32:01,24.8721,36.0782,"Residential","4"
4,13,2014-01-13 20:39:35,24.8721,36.0782,"Residential","4"
4,14,2014-01-14 07:00:01,24.8722,36.0782,"Residential","4"
4,14,2014-01-14 18:06:22,24.8721,36.0782,"Residential","4"
4,15,2014-01-15 06:51:01,24.8721,36.0782,"Residential","4"
4,15,2014-01-15 20:23:12,24.8721,36.0782,"Residential","4"
4,16,2014-01-16 06:30:01,24.8721,36.0782,"Residential","4"
4,16,2014-01-16 21:19:01,24.8721,36.0782,"Residential","4"
4,17,2014-01-17 07:18:01,24.8721,36.0782,"Residential","4"
4,17,2014-01-17 20:58:13,24.8721,36.0782,"Residential","4"
4,18,2014-01-18 12:40:01,24.872,36.0782,"Residential","4"
4,18,2014-01-18 19:57:01,24.8721,36.0782,"Residential","4"
4,19,2014-01-19 12:31:01,24.8721,36.0782,"Residential","4"
4,19,2014-01-19 16:06:03,24.8721,36.0782,"Residential","4"
5,6,2014-01-06 07:59:01,24.8779,36.0673,"Residential","5"
5,6,2014-01-06 17:26:29,24.8779,36.0674,"Residential","5"
5,7,2014-01-07 07:20:01,24.8779,36.0673,"Residential","5"
5,7,2014-01-07 17:21:29,24.8779,36.0673,"Residential","5"
5,8,2014-01-08 07:38:01,24.8778,36.0673,"Residential","5"
5,8,2014-01-08 21:33:08,24.8779,36.0673,"Residential","5"
5,9,2014-01-09 07:12:01,24.878,36.0673,"Residential","5"
5,9,2014-01-09 19:47:09,24.8779,36.0673,"Residential","5"
5,10,2014-01-10 07:11:01,24.8779,36.0673,"Residential","5"
5,10,2014-01-10 23:30:01,24.8779,36.0673,"Residential","5"
5,11,2014-01-11 18:13:01,24.8779,36.0672,"Residential","5"
5,11,2014-01-11 19:27:09,24.8779,36.0673,"Residential","5"
5,12,2014-01-12 18:35:01,24.878,36.0672,"Residential","5"
5,12,2014-01-12 20:12:09,24.8779,36.0673,"Residential","5"
5,13,2014-01-13 07:22:01,24.8779,36.0673,"Residential","5"
5,13,2014-01-13 20:26:43,24.878,36.0674,"Residential","5"
5,14,2014-01-14 07:43:01,24.878,36.0673,"Residential","5"
5,14,2014-01-14 20:45:09,24.8779,36.0673,"Residential","5"
5,15,2014-01-15 06:58:01,24.8779,36.0674,"Residential","5"
5,15,2014-01-15 20:34:09,24.8779,36.0673,"Residential","5"
5,16,2014-01-16 07:44:01,24.8779,36.0673,"Residential","5"
5,16,2014-01-16 20:30:09,24.8779,36.0674,"Residential","5"
5,17,2014-01-17 07:41:01,24.8779,36.0673,"Residential","5"
5,17,2014-01-17 19:48:09,24.8779,36.0673,"Residential","5"
5,18,2014-01-18 18:35:01,24.8779,36.0673,"Residential","5"
5,18,2014-01-18 19:30:09,24.8779,36.0674,"Residential","5"
5,19,2014-01-19 18:47:01,24.8779,36.0673,"Residential","5"
5,19,2014-01-19 19:54:02,24.878,36.0668,"Residential","5"
6,6,2014-01-06 07:18:01,24.8948,36.0595,"Residential","6/25/29"
6,6,2014-01-06 20:16:02,24.8948,36.0595,"Residential","6/25/29"
6,7,2014-01-07 07:17:01,24.8948,36.0594,"Residential","6/25/29"
6,7,2014-01-07 20:15:02,24.8948,36.0595,"Residential","6/25/29"
6,8,2014-01-08 07:24:01,24.8948,36.0594,"Residential","6/25/29"
6,8,2014-01-08 21:17:02,24.8948,36.0594,"Residential","6/25/29"
6,9,2014-01-09 07:07:01,24.8948,36.0595,"Residential","6/25/29"
6,9,2014-01-09 20:34:53,24.8948,36.0594,"Residential","6/25/29"
6,10,2014-01-10 07:06:01,24.8948,36.0595,"Residential","6/25/29"
6,10,2014-01-10 22:31:01,24.8948,36.0595,"Residential","6/25/29"
6,11,2014-01-11 12:32:01,24.8948,36.0595,"Residential","6/25/29"
6,11,2014-01-11 19:22:02,24.8948,36.0595,"Residential","6/25/29"
6,12,2014-01-12 18:15:01,24.8948,36.0595,"Residential","6/25/29"
6,12,2014-01-12 19:28:02,24.8948,36.0595,"Residential","6/25/29"
6,13,2014-01-13 07:51:01,24.8948,36.0594,"Residential","6/25/29"
6,13,2014-01-13 20:51:02,24.8948,36.0594,"Residential","6/25/29"
6,14,2014-01-14 07:21:01,24.8948,36.0595,"Residential","6/25/29"
6,14,2014-01-14 17:59:01,24.8948,36.0595,"Residential","6/25/29"
6,15,2014-01-15 07:30:01,24.8948,36.0594,"Residential","6/25/29"
6,15,2014-01-15 21:10:01,24.8948,36.0594,"Residential","6/25/29"
6,16,2014-01-16 07:08:01,24.8948,36.0595,"Residential","6/25/29"
6,16,2014-01-16 21:02:02,24.8949,36.0595,"Residential","6/25/29"
6,17,2014-01-17 07:31:01,24.8948,36.0594,"Residential","6/25/29"
6,17,2014-01-17 20:25:02,24.8948,36.0594,"Residential","6/25/29"
6,18,2014-01-18 12:20:01,24.8948,36.0595,"Residential","6/25/29"
6,18,2014-01-18 15:52:41,24.8945,36.0596,"Residential","6/25/29"
7,6,2014-01-06 07:01:01,24.8642,36.0845,"Residential","7"
7,6,2014-01-06 17:41:41,24.8642,36.0845,"Residential","7"
7,7,2014-01-07 07:19:01,24.8642,36.0844,"Residential","7"
7,7,2014-01-07 21:09:42,24.8642,36.0845,"Residential","7"
7,8,2014-01-08 07:20:01,24.8642,36.0845,"Residential","7"
7,8,2014-01-08 19:35:41,24.8642,36.0845,"Residential","7"
7,9,2014-01-09 07:44:01,24.8642,36.0844,"Residential","7"
7,9,2014-01-09 20:16:01,24.8642,36.0844,"Residential","7"
7,10,2014-01-10 07:15:01,24.8642,36.0844,"Residential","7"
7,10,2014-01-10 22:43:53,24.8642,36.0845,"Residential","7"
7,11,2014-01-11 12:31:01,24.8642,36.0844,"Residential","7"
7,11,2014-01-11 19:56:51,24.8642,36.0845,"Residential","7"
7,12,2014-01-12 12:31:01,24.8642,36.0844,"Residential","7"
7,12,2014-01-12 20:21:40,24.8642,36.0844,"Residential","7"
7,13,2014-01-13 07:26:01,24.8642,36.0844,"Residential","7"
7,13,2014-01-13 17:26:41,24.8642,36.0845,"Residential","7"
7,14,2014-01-14 07:21:01,24.8642,36.0844,"Residential","7"
7,14,2014-01-14 21:44:41,24.8642,36.0845,"Residential","7"
7,15,2014-01-15 07:10:01,24.8642,36.0844,"Residential","7"
7,15,2014-01-15 20:05:02,24.8642,36.0845,"Residential","7"
7,16,2014-01-16 07:23:01,24.8642,36.0844,"Residential","7"
7,16,2014-01-16 17:54:41,24.8642,36.0844,"Residential","7"
7,17,2014-01-17 07:08:01,24.8642,36.0844,"Residential","7"
7,17,2014-01-17 20:08:42,24.8642,36.0844,"Residential","7"
7,18,2014-01-18 12:38:01,24.8641,36.0844,"Residential","7"
7,18,2014-01-18 15:32:38,24.8642,36.0845,"Residential","7"
7,19,2014-01-19 18:26:01,24.8642,36.0845,"Residential","7"
7,19,2014-01-19 20:11:06,24.864,36.0844,"Residential","7"
